"CGrade","LoanTerm","LoanStatus","BorrowerAPR","InterestRate","LenderYield","EmpStatus","EmpStatusDuration","HomeOwner","AvailablecardCredit","IncomeRange","DeclaredMonthlyIncome","MonthlyLoanPayment"
"B",36,"Completed",0.17394,0.1595,0.1395,"Full-time",84,TRUE,2343,"$50,000-74,999",5154.166667,67.46
"B",36,"Completed",0.18111,0.1666,0.1566,"Full-time",28,FALSE,2342,"$25,000-49,999",2928.666667,290.97
"B",36,"Completed",0.15713,0.15,0.14,"Part-time",120,TRUE,2336,"$50,000-74,999",5146,519.98
"B",36,"Chargedoff",0.15181,0.1447,0.1247,"Full-time",48,FALSE,2334,"$1-24,999",2041.666667,120.42
"B",36,"Defaulted",0.13814,0.124,0.114,"Full-time",41,TRUE,2334,"$50,000-74,999",4341.666667,601.3
"B",36,"Completed",0.13705,0.13,0.12,"Full-time",40,FALSE,2316,"$1-24,999",1000,168.47
"B",36,"Completed",0.15629,0.142,0.132,"Self-employed",116,TRUE,2310,"$75,000-99,999",7500,153.69
"B",36,"Chargedoff",0.22995,0.2225,0.2125,"Full-time",230,TRUE,2305,"$100,000+",10000,421.52
"B",36,"Completed",0.14156,0.1345,0.1245,"Part-time",2,FALSE,2300,"$1-24,999",1666.666667,250.05
"B",36,"Completed",0.127,0.12,0.11,"Full-time",14,TRUE,2300,"$25,000-49,999",2916.666667,295.06
"B",36,"Completed",0.13814,0.124,0.114,"Full-time",242,FALSE,2300,"$50,000-74,999",4285.916667,334.06
"B",36,"Completed",0.14984,0.1356,0.1256,"Full-time",124,FALSE,2300,"$50,000-74,999",4593.25,88.31
"B",36,"Completed",0.16184,0.1475,0.1375,"Full-time",25,FALSE,2298,"$25,000-49,999",2916.666667,140.37
"B",36,"Completed",0.15518,0.1409,0.1309,"Full-time",37,FALSE,2294,"$50,000-74,999",5666.666667,188.22
"B",36,"Completed",0.13705,0.13,0.12,"Full-time",4,FALSE,2288,"$50,000-74,999",4921.833333,404.33
"B",36,"Completed",0.20735,0.2,0.19,"Full-time",5,FALSE,2287,"$1-24,999",1166.666667,371.64
"B",36,"Completed",0.18857,0.174,0.164,"Full-time",53,TRUE,2287,"$25,000-49,999",2894.833333,250.96
"B",36,"Completed",0.24911,0.234,0.224,"Full-time",90,TRUE,2278,"$100,000+",22916.66667,583.78
"B",36,"Defaulted",0.15713,0.15,0.14,"Full-time",45,TRUE,2277,"$0 ",0,641.31
"B",36,"Completed",0.14834,0.1365,0.1265,"Full-time",46,TRUE,2272,"$50,000-74,999",5416.666667,510.12
"B",36,"Defaulted",0.18163,0.1744,0.1544,"Full-time",86,FALSE,2269,"$25,000-49,999",3666.666667,466.34
"B",36,"Completed",0.14887,0.14,0.13,"Full-time",351,TRUE,2250,"$50,000-74,999",6066.666667,205.07
"B",36,"Completed",0.17359,0.17,0.16,"Full-time",28,FALSE,2248,"$25,000-49,999",3237.916667,178.26
"B",36,"Completed",0.15444,0.142,0.132,"Full-time",87,FALSE,2239,"$25,000-49,999",3433.333333,146.15
"B",36,"Completed",0.24255,0.2275,0.2175,"Full-time",21,TRUE,2232,"$25,000-49,999",2833.333333,150.89
"B",36,"Chargedoff",0.17722,0.17,0.14,"Self-employed",43,TRUE,2229,"$1-24,999",500,106.96
"B",36,"Completed",0.14207,0.135,0.12,"Full-time",328,TRUE,2229,"$25,000-49,999",1951.166667,339.35
"B",36,"Completed",0.19462,0.18,0.17,"Full-time",1,FALSE,2227,"$100,000+",14583.33333,277.22
"B",36,"Chargedoff",0.22923,0.2143,0.2043,"Self-employed",19,TRUE,2222,"$25,000-49,999",2250,189.48
"B",36,"Defaulted",0.18977,0.1825,0.1725,"Self-employed",50,TRUE,2221,"$0 ",0,906.95
"B",36,"Completed",0.16587,0.1587,0.1487,"Full-time",194,TRUE,2214,"$50,000-74,999",4583.333333,175.46
"B",36,"Completed",0.12402,0.11,0.1,"Self-employed",8,FALSE,2211,"$0 ",0,65.48
"B",36,"Completed",0.12931,0.1223,0.1123,"Retired",252,TRUE,2211,"$1-24,999",82.416667,83.34
"B",36,"Chargedoff",0.17445,0.16,0.15,"Full-time",98,TRUE,2209,"$100,000+",9916.666667,298.83
"B",36,"Completed",0.13443,0.1274,0.1174,"Full-time",19,FALSE,2206,"$25,000-49,999",2833.333333,251.77
"B",36,"Defaulted",0.13814,0.124,0.114,"Full-time",61,TRUE,2195,"$50,000-74,999",4333.333333,250.54
"B",36,"Completed",0.15268,0.142,0.132,"Retired",14,FALSE,2181,"$25,000-49,999",2800,168.18
"B",36,"Completed",0.13965,0.1255,0.1155,"Full-time",33,FALSE,2177,"$25,000-49,999",2791.666667,41.85
"B",36,"Chargedoff",0.18201,0.1675,0.1575,"Full-time",65,TRUE,2174,"$100,000+",13750,230.93
"B",36,"Chargedoff",0.16567,0.1585,0.1435,"Full-time",18,FALSE,2169,"$50,000-74,999",5000,385.91
"B",36,"Completed",0.12453,0.1105,0.1005,"Full-time",1,FALSE,2167,"$1-24,999",1250,65.52
"B",36,"Completed",0.15347,0.1392,0.1292,"Full-time",28,TRUE,2167,"$25,000-49,999",3650,204.83
"B",36,"Chargedoff",0.25757,0.25,0.24,"Self-employed",107,TRUE,2163,"$0 ",0,596.4
"B",36,"Completed",0.16496,0.1578,0.1478,"Full-time",102,TRUE,2160,"$100,000+",13556.83333,876.21
"B",36,"Defaulted",0.11395,0.107,0.097,"Full-time",4,TRUE,2153,"$50,000-74,999",4250,162.98
"B",36,"Completed",0.16436,0.15,0.14,"Part-time",108,TRUE,2152,"$50,000-74,999",4166.666667,173.33
"B",36,"Completed",0.13411,0.12,0.11,"Full-time",103,TRUE,2149,"$50,000-74,999",4166.666667,66.43
"B",36,"Completed",0.15211,0.145,0.12,"Full-time",23,FALSE,2145,"$1-24,999",583.333333,189.32
"B",36,"Defaulted",0.18958,0.175,0.165,"Full-time",19,TRUE,2144,"$75,000-99,999",6750,359.02
"B",36,"Defaulted",0.25517,0.24,0.23,"Full-time",36,TRUE,2143,"$100,000+",11842.66667,588.49
"B",36,"Completed",0.18726,0.18,0.17,"Self-employed",21,FALSE,2142,"$75,000-99,999",6666.666667,639.73
"B",36,"Completed",0.17219,0.165,0.155,"Full-time",29,FALSE,2138,"$1-24,999",1786.5,244.13
"B",36,"Defaulted",0.12449,0.1175,0.1075,"Full-time",14,FALSE,2137,"$25,000-49,999",2500,223.39
"B",36,"Completed",0.18201,0.1675,0.1575,"Full-time",36,TRUE,2134,"$25,000-49,999",3468.833333,213.17
"B",36,"Completed",0.22557,0.22,0.21,"Full-time",3,TRUE,2132,"$50,000-74,999",4583.333333,381.9
"B",36,"Completed",0.10867,0.1,0.09,"Full-time",44,FALSE,2128,"$25,000-49,999",2500,64.53
"B",36,"Completed",0.15629,0.142,0.132,"Full-time",33,FALSE,2124,"$25,000-49,999",2500,75.75
"B",36,"Completed",0.18977,0.1825,0.1725,"Full-time",32,TRUE,2124,"$25,000-49,999",2666.666667,535.06
"B",36,"Chargedoff",0.29776,0.29,0.26,"Full-time",251,TRUE,2119,"$50,000-74,999",5750,251.43
"B",36,"Chargedoff",0.29776,0.29,0.27,"Full-time",28,TRUE,2117,"$1-24,999",0.083333,594.89
"B",36,"Completed",0.31573,0.3,0.29,"Self-employed",195,FALSE,2113,"$100,000+",22333.33333,106.43
"B",36,"Chargedoff",0.17912,0.1719,0.1619,"Self-employed",216,TRUE,2109,"$50,000-74,999",5416.666667,303.85
"B",36,"Completed",0.12453,0.1105,0.1005,"Full-time",32,FALSE,2103,"$1-24,999",391.666667,43.09
"B",36,"Chargedoff",0.2148,0.2,0.19,"Full-time",22,TRUE,2103,"$25,000-49,999",3750,148.65
"B",36,"Completed",0.29274,0.285,0.27,"Full-time",4,FALSE,2100,"$1-24,999",1166.666667,353.89
"B",36,"Defaulted",0.13814,0.124,0.114,"Full-time",141,TRUE,2100,"$100,000+",21901.16667,668.11
"B",36,"Completed",0.17722,0.17,0.16,"Full-time",87,FALSE,2099,"$25,000-49,999",2916.666667,178.26
"B",36,"Chargedoff",0.19715,0.1825,0.1725,"Part-time",17,FALSE,2095,"$1-24,999",604.166667,725.56
"B",36,"Completed",0.127,0.12,0.11,"Full-time",0,FALSE,2094,"$50,000-74,999",4583.333333,132.86
"B",36,"Completed",0.18726,0.18,0.17,"Full-time",228,TRUE,2083,"$25,000-49,999",2704,423.49
"B",36,"Completed",0.12453,0.1105,0.1005,"Full-time",3,FALSE,2076,"$25,000-49,999",2129.166667,114.35
"B",36,"Completed",0.11485,0.1009,0.0909,"Full-time",30,TRUE,2073,"$25,000-49,999",2541.666667,80.77
"B",36,"Completed",0.10692,0.1,0.09,"Full-time",17,TRUE,2072,"$50,000-74,999",5000,145.2
"B",36,"Chargedoff",0.21739,0.21,0.2,"Full-time",472,TRUE,2071,"$100,000+",12916.66667,444.57
"B",36,"Completed",0.13202,0.125,0.115,"Full-time",85,FALSE,2070,"$1-24,999",1583.333333,266.26
"B",36,"Defaulted",0.13915,0.125,0.115,"Full-time",94,TRUE,2049,"$25,000-49,999",2564.75,367.99
"B",36,"Completed",0.14974,0.1355,0.1255,"Full-time",14,TRUE,2047,"$25,000-49,999",2916.666667,339.59
"B",36,"Completed",0.16988,0.1627,0.1427,"Full-time",66,TRUE,2045,"$1-24,999",0.083333,299.97
"B",36,"Chargedoff",0.19715,0.1825,0.1725,"Self-employed",25,TRUE,2042,"$0 ",0,544.17
"B",36,"Completed",0.15428,0.14,0.13,"Full-time",28,FALSE,2028,"$1-24,999",992.583333,239.24
"B",36,"Completed",0.11084,0.1039,0.0939,"Full-time",21,TRUE,2028,"$25,000-49,999",2916.666667,129.8
"B",36,"Completed",0.13396,0.1234,0.1134,"Full-time",19,FALSE,2024,"$25,000-49,999",3583.333333,166.88
"B",36,"Completed",0.18977,0.1825,0.1725,"Full-time",39,TRUE,2022,"$100,000+",12500,435.34
"B",36,"Completed",0.14974,0.1355,0.1255,"Full-time",4,TRUE,2014,"$75,000-99,999",7083.333333,254.7
"B",36,"Chargedoff",0.14913,0.1349,0.1249,"Self-employed",166,TRUE,2013,"$0 ",0,84.83
"B",36,"Defaulted",0.17193,0.1575,0.1475,"Full-time",10,TRUE,2013,"$50,000-74,999",4583.333333,227.72
"B",36,"Chargedoff",0.14659,0.1395,0.1295,"Full-time",307,TRUE,2007,"$25,000-49,999",3583.333333,170.77
"B",36,"Completed",0.19361,0.179,0.169,"Full-time",140,TRUE,2007,"$50,000-74,999",5125,180.51
"B",36,"Completed",0.1552,0.1405,0.1305,"Part-time",2,FALSE,2000,"$0 ",0,41.56
"B",36,"Completed",0.16296,0.145,0.125,"Full-time",64,FALSE,2000,"$1-24,999",1677.583333,34.42
"B",36,"Completed",0.13411,0.12,0.11,"Full-time",31,FALSE,2000,"$1-24,999",2047.5,143.13
"B",36,"Completed",0.2264,0.2115,0.2015,"Part-time",24,FALSE,2000,"$1-24,999",1416.666667,151.01
"B",36,"Chargedoff",0.14709,0.14,0.13,"Part-time",4,FALSE,2000,"$1-24,999",1250,256.33
"B",36,"Completed",0.127,0.12,0.11,"Self-employed",124,TRUE,2000,"$1-24,999",416.666667,166.07
"B",36,"Chargedoff",0.16165,0.1545,0.1445,"Full-time",18,FALSE,2000,"$25,000-49,999",2500,244.2
"B",36,"Chargedoff",0.12759,0.11,0.1,"Full-time",8,TRUE,2000,"$25,000-49,999",2500,32.74
"B",36,"Completed",0.14458,0.1375,0.1275,"Full-time",10,FALSE,2000,"$25,000-49,999",2500,170.28
"B",36,"Completed",0.125,0.118,0.093,"Self-employed",325,FALSE,2000,"$25,000-49,999",2500,75.63
"B",36,"Completed",0.13453,0.1275,0.1125,"Full-time",35,TRUE,2000,"$50,000-74,999",5813.333333,503.6
"B",36,"Chargedoff",0.18706,0.1725,0.1625,"Full-time",29,TRUE,2000,"$75,000-99,999",6250,178.89
"B",36,"Defaulted",0.23397,0.219,0.209,"Self-employed",43,FALSE,1994,"$0 ",0,305.11
"B",36,"Completed",0.17445,0.16,0.15,"Full-time",122,TRUE,1994,"$75,000-99,999",7587.916667,351.54
"B",36,"Completed",0.13002,0.123,0.108,"Full-time",11,TRUE,1990,"$25,000-49,999",4378.833333,333.58
"B",36,"Completed",0.15226,0.138,0.128,"Full-time",48,FALSE,1985,"$25,000-49,999",3666.666667,272.64
"B",36,"Completed",0.15629,0.142,0.132,"Full-time",53,FALSE,1982,"$25,000-49,999",3791.666667,212.5
"B",36,"Defaulted",0.12453,0.1105,0.1005,"Full-time",216,TRUE,1978,"$25,000-49,999",3583.333333,49.14
"B",36,"Completed",0.13814,0.124,0.114,"Full-time",48,TRUE,1977,"$25,000-49,999",3753.333333,333.72
"B",36,"Defaulted",0.15428,0.14,0.13,"Self-employed",249,TRUE,1975,"$50,000-74,999",4791.666667,239.24
"B",36,"Completed",0.17219,0.165,0.135,"Full-time",240,TRUE,1974,"$100,000+",8333.333333,855.77
"B",36,"Completed",0.16717,0.16,0.15,"Full-time",25,TRUE,1974,"$25,000-49,999",2197.916667,449.61
"B",36,"Completed",0.1418,0.13,0.12,"Full-time",27,FALSE,1970,"$1-24,999",500,50.54
"B",36,"Completed",0.126,0.119,0.104,"Full-time",10,FALSE,1965,"$25,000-49,999",2583.333333,152.57
"B",36,"Completed",0.13895,0.1248,0.1148,"Full-time",242,FALSE,1961,"$25,000-49,999",3750,217.39
"B",36,"Defaulted",0.15428,0.14,0.13,"Full-time",61,TRUE,1960,"$50,000-74,999",4233.333333,256.3
"B",36,"Defaulted",0.16638,0.152,0.132,"Full-time",53,TRUE,1953,"$100,000+",9022.333333,243.34
"B",36,"Completed",0.2148,0.2,0.19,"Full-time",67,TRUE,1951,"$50,000-74,999",4750,219.15
"B",36,"Completed",0.14409,0.1299,0.1199,"Full-time",23,TRUE,1945,"$50,000-74,999",4228.416667,148.23
"B",36,"Defaulted",0.13403,0.127,0.117,"Full-time",132,FALSE,1944,"$25,000-49,999",2287.583333,330
"B",36,"Completed",0.15377,0.1395,0.1295,"Self-employed",1,FALSE,1943,"$25,000-49,999",3766.666667,134.84
"B",36,"Completed",0.16345,0.1491,0.1391,"Full-time",31,FALSE,1943,"$50,000-74,999",4166.666667,225.04
"B",36,"Chargedoff",0.19715,0.1825,0.1725,"Full-time",123,TRUE,1940,"$100,000+",11666.66667,544.17
"B",36,"Completed",0.14409,0.1299,0.1199,"Full-time",21,FALSE,1936,"$25,000-49,999",2916.666667,84.22
"B",36,"Completed",0.15629,0.142,0.132,"Full-time",45,FALSE,1933,"$25,000-49,999",3708.333333,239.92
"B",36,"Completed",0.15418,0.1399,0.1299,"Full-time",19,FALSE,1930,"$25,000-49,999",3333.333333,102.52
"B",36,"Chargedoff",0.19462,0.18,0.16,"Full-time",9,TRUE,1926,"$50,000-74,999",5833.333333,196.99
"B",36,"Completed",0.25757,0.25,0.24,"Part-time",38,FALSE,1923,"$1-24,999",1456,431.31
"B",36,"Chargedoff",0.18987,0.1826,0.1726,"Not employed",7,TRUE,1921,"$25,000-49,999",3820,362.83
"B",36,"Completed",0.15211,0.145,0.125,"Retired",53,TRUE,1917,"$1-24,999",1771,204.06
"B",36,"Completed",0.12048,0.1135,0.1035,"Full-time",29,FALSE,1917,"$25,000-49,999",3500,312.59
"B",36,"Defaulted",0.15882,0.1445,0.1345,"Self-employed",4,TRUE,1915,"$75,000-99,999",6666.666667,240.78
"B",36,"Completed",0.13654,0.1295,0.1195,"Full-time",1,TRUE,1914,"$25,000-49,999",2916.666667,144.78
"B",36,"Completed",0.20522,0.1905,0.1805,"Full-time",24,TRUE,1913,"$25,000-49,999",3794.166667,220.09
"B",36,"Completed",0.12402,0.11,0.1,"Full-time",2,FALSE,1912,"$1-24,999",1666.666667,49.11
"B",36,"Completed",0.14974,0.1355,0.1255,"Full-time",0,TRUE,1910,"$25,000-49,999",2500,169.8
"B",36,"Completed",0.127,0.12,0.11,"Full-time",8,FALSE,1907,"$25,000-49,999",3333.333333,99.64
"B",36,"Completed",0.11696,0.11,0.1,"Full-time",11,TRUE,1907,"$25,000-49,999",3331.25,212.8
"B",36,"Chargedoff",0.14709,0.14,0.13,"Full-time",24,FALSE,1898,"$25,000-49,999",4014.333333,170.89
"B",36,"Completed",0.12148,0.1145,0.1045,"Full-time",1,TRUE,1895,"$25,000-49,999",3250,161.02
"B",36,"Completed",0.16828,0.1575,0.1475,"Full-time",85,FALSE,1894,"$50,000-74,999",5833.333333,152.76
"B",36,"Chargedoff",0.1973,0.19,0.17,"Full-time",319,TRUE,1890,"$75,000-99,999",9166.5,549.84
"B",36,"Defaulted",0.17243,0.158,0.148,"Full-time",62,TRUE,1883,"$50,000-74,999",4276,210.35
"B",36,"Completed",0.12453,0.1105,0.1005,"Full-time",285,TRUE,1883,"$75,000-99,999",6416.666667,36.17
"B",36,"Chargedoff",0.13705,0.13,0.12,"Full-time",59,TRUE,1880,"$50,000-74,999",4450,202.16
"B",36,"Completed",0.18023,0.173,0.158,"Part-time",107,FALSE,1879,"$1-24,999",683.333333,107.41
"B",36,"Chargedoff",0.13411,0.12,0.11,"Full-time",81,TRUE,1879,"$50,000-74,999",4833.333333,531.26
"B",36,"Completed",0.34098,0.325,0.315,"Full-time",18,FALSE,1874,"$50,000-74,999",5833.333333,832.82
"B",36,"Defaulted",0.15713,0.15,0.13,"Full-time",117,TRUE,1870,"$100,000+",10000,346.65
"B",36,"Completed",0.13705,0.13,0.12,"Full-time",54,TRUE,1862,"$50,000-74,999",5250,269.55
"B",36,"Completed",0.28625,0.2708,0.2608,"Full-time",171,TRUE,1857,"$100,000+",9000,517.89
"B",36,"Completed",0.20401,0.1893,0.1793,"Full-time",4,FALSE,1856,"$0 ",0,183.1
"B",36,"Completed",0.10426,0.0869,0.0769,"Full-time",3,FALSE,1848,"$50,000-74,999",4166.666667,31.66
"B",36,"Completed",0.14923,0.135,0.125,"Full-time",4,FALSE,1845,"$100,000+",10000,339.35
"B",36,"Completed",0.16386,0.1495,0.1395,"Full-time",44,TRUE,1841,"$100,000+",8986.333333,450.33
"B",36,"Completed",0.12402,0.11,0.1,"Full-time",43,FALSE,1841,"$25,000-49,999",3583.333333,49.11
"B",36,"Completed",0.125,0.118,0.108,"Full-time",10,FALSE,1830,"$25,000-49,999",3583.333333,165.59
"B",36,"Chargedoff",0.15502,0.1479,0.1379,"Full-time",555,FALSE,1828,"$25,000-49,999",2833.333333,443.78
"B",36,"Completed",0.17193,0.1575,0.1475,"Part-time",1,FALSE,1825,"$1-24,999",833.333333,140.13
"B",36,"Completed",0.15932,0.145,0.135,"Self-employed",67,TRUE,1813,"$25,000-49,999",3250,344.21
"B",36,"Completed",0.17848,0.164,0.154,"Full-time",212,TRUE,1811,"$75,000-99,999",8208.333333,353.55
"B",36,"Completed",0.14508,0.138,0.128,"Full-time",22,TRUE,1805,"$25,000-49,999",9500,391.93
"B",36,"Completed",0.19228,0.185,0.175,"Full-time",217,TRUE,1804,"$50,000-74,999",5000,910.09
"B",36,"Completed",0.13825,0.1312,0.1212,"Part-time",20,FALSE,1800,"$1-24,999",1500,301.81
"B",36,"Completed",0.13142,0.1244,0.1144,"Full-time",46,FALSE,1799,"$0 ",0,162.44
"B",36,"Completed",0.1756,0.1575,0.1475,"Full-time",17,TRUE,1791,"$25,000-49,999",2357.75,35.03
"B",36,"Completed",0.15428,0.14,0.13,"Self-employed",38,FALSE,1787,"$1-24,999",508.333333,153.8
"B",36,"Defaulted",0.21985,0.205,0.195,"Self-employed",117,TRUE,1783,"$100,000+",10416.66667,598.7
"B",36,"Completed",0.10615,0.0975,0.0875,"Self-employed",54,TRUE,1783,"$100,000+",8333.333333,64.3
"B",36,"Defaulted",0.13814,0.124,0.114,"Full-time",155,TRUE,1780,"$25,000-49,999",2093.25,250.54
"B",36,"Completed",0.13956,0.1325,0.1225,"Full-time",74,FALSE,1779,"$100,000+",8750,338.14
"B",36,"Defaulted",0.13705,0.13,0.11,"Full-time",74,TRUE,1779,"$100,000+",8583.333333,269.55
"B",36,"Completed",0.13391,0.1198,0.1098,"Full-time",33,FALSE,1774,"$25,000-49,999",2833.333333,249.04
"B",36,"Chargedoff",0.15629,0.142,0.132,"Self-employed",28,FALSE,1767,"$1-24,999",750,226.21
"B",36,"Chargedoff",0.14671,0.1325,0.1225,"Full-time",18,FALSE,1766,"$25,000-49,999",2270.833333,118.35
"B",36,"Completed",0.17899,0.1645,0.1545,"Full-time",80,TRUE,1765,"$25,000-49,999",3833.333333,88.45
"B",36,"Chargedoff",0.17219,0.165,0.155,"Full-time",14,FALSE,1765,"$50,000-74,999",4166.666667,690.39
"B",36,"Completed",0.18201,0.1675,0.1575,"Full-time",8,FALSE,1763,"$1-24,999",1560,248.7
"B",36,"Defaulted",0.16988,0.1627,0.1527,"Full-time",105,TRUE,1763,"$25,000-49,999",3302,282.32
"B",36,"Completed",0.13814,0.124,0.114,"Full-time",77,TRUE,1761,"$25,000-49,999",3833.333333,290.01
"B",36,"Completed",0.14974,0.1355,0.1255,"Full-time",211,FALSE,1754,"$25,000-49,999",2990,220.74
"B",36,"Completed",0.15428,0.14,0.13,"Part-time",69,FALSE,1749,"$1-24,999",800,174.31
"B",36,"Completed",0.2148,0.2,0.19,"Full-time",193,TRUE,1747,"$50,000-74,999",5098,540.74
"B",36,"Chargedoff",0.23498,0.22,0.21,"Retired",125,TRUE,1746,"$75,000-99,999",7846,908.93
"B",36,"Completed",0.14974,0.1355,0.1255,"Full-time",73,TRUE,1736,"$75,000-99,999",7833.333333,339.59
"B",36,"Completed",0.15428,0.14,0.13,"Full-time",217,FALSE,1731,"$50,000-74,999",5805.416667,170.89
"B",36,"Chargedoff",0.13484,0.1278,0.1078,"Retired",170,FALSE,1729,"$1-24,999",1200,167.94
"B",36,"Completed",0.33936,0.3234,0.3134,"Full-time",47,TRUE,1729,"$25,000-49,999",3166.666667,258.69
"B",36,"Completed",0.127,0.12,0.11,"Full-time",143,TRUE,1717,"$50,000-74,999",5416.666667,99.64
"B",36,"Completed",0.14709,0.14,0.13,"Full-time",17,FALSE,1713,"$25,000-49,999",3250,324.69
"B",36,"Completed",0.13202,0.125,0.115,"Full-time",191,TRUE,1712,"$75,000-99,999",7351.416667,307.77
"B",36,"Completed",0.14331,0.134,0.124,"Full-time",11,FALSE,1710,"$25,000-49,999",2500,54.39
"B",36,"Completed",0.11997,0.113,0.098,"Part-time",25,FALSE,1706,"$25,000-49,999",2487.5,180.85
"B",36,"Completed",0.127,0.12,0.11,"Full-time",21,TRUE,1706,"$50,000-74,999",5000,290.63
"B",36,"Completed",0.21934,0.2045,0.1945,"Full-time",37,TRUE,1703,"$100,000+",9787.5,112.18
"B",36,"Completed",0.13604,0.129,0.119,"Full-time",118,FALSE,1700,"$25,000-49,999",3423.333333,134.58
"B",36,"Completed",0.13002,0.123,0.113,"Full-time",275,TRUE,1697,"$75,000-99,999",6488.5,500.37
"B",36,"Chargedoff",0.1973,0.19,0.18,"Full-time",51,TRUE,1694,"$100,000+",17083.33333,843.09
"B",36,"Completed",0.18454,0.17,0.16,"Full-time",15,TRUE,1694,"$75,000-99,999",8166.666667,531.34
"B",36,"Completed",0.15428,0.14,0.13,"Full-time",56,FALSE,1684,"$50,000-74,999",4500,85.44
"B",36,"Chargedoff",0.15713,0.15,0.14,"Full-time",58,TRUE,1681,"$100,000+",13000,294.66
"B",36,"Completed",0.12453,0.1105,0.1005,"Full-time",85,TRUE,1678,"$25,000-49,999",3583.333333,81.91
"B",36,"Completed",0.16941,0.155,0.145,"Self-employed",67,FALSE,1678,"$25,000-49,999",2500,174.55
"B",36,"Chargedoff",0.14772,0.1335,0.1235,"Full-time",17,TRUE,1678,"$50,000-74,999",4166.666667,152.38
"B",36,"Completed",0.14709,0.14,0.13,"Full-time",52,FALSE,1676,"$25,000-49,999",3583.333333,85.44
"B",36,"Completed",0.15211,0.145,0.135,"Self-employed",174,TRUE,1676,"$50,000-74,999",5416.666667,429.81
"B",36,"Chargedoff",0.25517,0.24,0.23,"Full-time",11,TRUE,1676,"$75,000-99,999",8000,510.03
"B",36,"Completed",0.19412,0.1795,0.1695,"Full-time",39,TRUE,1675,"$25,000-49,999",3233.333333,289.02
"B",36,"Completed",0.13002,0.123,0.113,"Part-time",6,FALSE,1668,"$1-24,999",1200,166.79
"B",36,"Completed",0.15629,0.142,0.132,"Full-time",43,FALSE,1667,"$25,000-49,999",2416.666667,239.92
"B",36,"Chargedoff",0.12453,0.1105,0.1005,"Retired",21,TRUE,1665,"$25,000-49,999",3541.666667,157.26
"B",36,"Completed",0.13184,0.1142,0.1042,"Full-time",69,TRUE,1664,"$50,000-74,999",5583.333333,32.94
"B",36,"Defaulted",0.1973,0.19,0.18,"Full-time",41,TRUE,1660,"$100,000+",10416.66667,364.73
"B",36,"Chargedoff",0.14207,0.135,0.125,"Full-time",91,FALSE,1654,"$50,000-74,999",4583.333333,169.68
"B",36,"Completed",0.15377,0.1395,0.1295,"Full-time",95,FALSE,1649,"$25,000-49,999",3750,341.53
"B",36,"Completed",0.13705,0.13,0.12,"Self-employed",74,TRUE,1644,"$0 ",0,320.09
"B",36,"Completed",0.18224,0.175,0.165,"Full-time",36,TRUE,1643,"$75,000-99,999",6500,341.07
"B",36,"Completed",0.14709,0.14,0.125,"Self-employed",189,FALSE,1641,"$25,000-49,999",2500,149.62
"B",36,"Chargedoff",0.16436,0.15,0.14,"Self-employed",61,TRUE,1640,"$100,000+",8333.333333,173.33
"B",36,"Completed",0.2148,0.2,0.19,"Full-time",126,TRUE,1638,"$75,000-99,999",6756.75,854.76
"B",36,"Completed",0.13504,0.128,0.118,"Full-time",12,FALSE,1635,"$1-24,999",1720,117.59
"B",36,"Completed",0.11686,0.1099,0.0999,"Full-time",11,FALSE,1633,"$25,000-49,999",2500,81.83
"B",36,"Chargedoff",0.15763,0.1505,0.1355,"Full-time",3,FALSE,1628,"$25,000-49,999",2263.25,381.59
"B",36,"Completed",0.14709,0.14,0.125,"Full-time",2,TRUE,1625,"$50,000-74,999",5416.666667,102.53
"B",36,"Chargedoff",0.16436,0.15,0.14,"Self-employed",246,TRUE,1617,"$100,000+",12916.66667,173.33
"B",36,"Completed",0.18443,0.1699,0.1599,"Full-time",229,TRUE,1617,"$25,000-49,999",3500,97.83
"B",36,"Completed",0.1568,0.1425,0.1325,"Full-time",20,FALSE,1612,"$25,000-49,999",2333.333333,291.54
"B",36,"Completed",0.16915,0.142,0.132,"Retired",54,FALSE,1611,"$1-24,999",1083.333333,68.55
"B",36,"Completed",0.17384,0.1594,0.1494,"Full-time",64,TRUE,1607,"$100,000+",10500,175.64
"B",36,"Completed",0.11184,0.1049,0.0949,"Full-time",189,TRUE,1595,"$100,000+",8333.333333,162.49
"B",36,"Completed",0.14558,0.1385,0.1285,"Full-time",90,TRUE,1595,"$25,000-49,999",3583.333333,341.05
"B",36,"Chargedoff",0.22984,0.2149,0.2049,"Full-time",24,TRUE,1592,"$0 ",0,360.31
"B",36,"Completed",0.14974,0.1355,0.1255,"Full-time",24,FALSE,1589,"$75,000-99,999",6875,205.52
"B",36,"Chargedoff",0.21739,0.21,0.2,"Full-time",76,FALSE,1588,"$50,000-74,999",0.083333,565.13
"B",36,"Chargedoff",0.17889,0.1644,0.1444,"Part-time",27,TRUE,1587,"$1-24,999",1250,53.06
"B",36,"Completed",0.17193,0.1575,0.1475,"Full-time",10,FALSE,1587,"$25,000-49,999",2750,70.07
"B",36,"Completed",0.14709,0.14,0.13,"Full-time",28,FALSE,1586,"$25,000-49,999",2416.666667,256.33
"B",36,"Completed",0.14166,0.1346,0.1196,"Full-time",8,FALSE,1585,"$25,000-49,999",3333.333333,339.16
"B",36,"Chargedoff",0.21985,0.205,0.195,"Full-time",26,TRUE,1580,"$25,000-49,999",3500,542.57
