Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1982,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,4,,ivory carvings,,T,
1982,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,4,,ivory carvings,,,I
1982,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,1,,tusks,,P,
1982,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,,16,,ivory carvings,,P,
1982,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,VE,CH,XX,,2,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CR,,1,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,DE,,2,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,,2,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,38,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,1,,tusks,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ID,,1,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,IN,,2,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,IT,,1,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,MU,,5,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,,9,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,,77,,live,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,10,,ivory carvings,sets,,I
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,1647,,ivory carvings,,,I
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,52,,ivory pieces,,,I
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,3,,leather products (small),,,I
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,1,,shoes,,,I
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,24,,skin pieces,,,I
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,25,,tusks,,,I
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,AT,XX,7,,ivory carvings,kg,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,AT,XX,1,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,CH,,4,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,ES,XX,4,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,CN,7,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,37,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,2,,tusks,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,SA,XX,2,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,64,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SE,CH,TH,,3,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AN,XX,4,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,AO,,6,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BR,XX,1,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,2,11,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,8,leather products (small),,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CN,,9,,ivory carvings,,T,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,6,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,,1,,ivory pieces,,T,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,SG,1,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,2,,ivory carvings,,S,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,5,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GR,XX,1,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,187,,ivory carvings,,T,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,317,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ID,XX,1,,ivory carvings,,T,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,JP,XX,8,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KY,XX,2,,ivory carvings,,P,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KY,XX,6,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MX,XX,2,,ivory carvings,,P,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MX,XX,4,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MY,,2,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,SA,XX,12,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,2,,ivory carvings,,,
1983,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,XX,,1,ivory carvings,,P,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,AU,,1,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CH,XX,,7,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CH,,9,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,,4,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,,1,,ivory pieces,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,102,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,IN,,1,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,IT,XX,,1,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,IT,,1,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,SG,,21,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,,11,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,9,,hair products,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,1,,ivory carvings,sets,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,1369,,ivory carvings,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,80,,ivory pieces,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,2,,leather products (small),,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,1,,shoes,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,33,,tusks,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,1,,ivory carvings,kg,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,2,,ivory carvings,shipments,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,7,,ivory carvings,,P,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,5,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DK,XX,2,,ivory carvings,kg,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,7,,ivory carvings,kg,P,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,1,,ivory carvings,shipments,P,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,31,,ivory carvings,,P,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,47,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,20,,tusks,kg,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,2,,tusks,,P,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,24,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,LK,XX,3,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,NL,XX,10,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,SE,XX,43,,ivory carvings,,P,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,TW,XX,1,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,US,XX,3,,ivory carvings,kg,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,7,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,IN,XX,5,,ivory carvings,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,MY,XX,4,,ivory carvings,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,TH,,3,,ivory carvings,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,3,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,BE,FR,1,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,BE,JP,4,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,1,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,15,,ivory carvings,kg,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,300,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CN,XX,1,,ivory pieces,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CO,XX,10,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,XX,10,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ID,XX,3,,ivory carvings,kg,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,IN,XX,250,,ivory carvings,g,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,IN,XX,12,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,JP,XX,100,,ivory carvings,g,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,MM,XX,500,,ivory carvings,g,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,MY,XX,5,,ivory carvings,kg,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,MY,XX,3,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,NL,,2,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,SE,,,1,tusks,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,SG,XX,80,,ivory carvings,g,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,SG,XX,2,,ivory carvings,sets,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,SG,XX,10,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,TH,XX,7,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,4,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,XX,,195,,skins,kg,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BE,ID,1,,ivory carvings,,T,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,74,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,7,leather products (small),,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CN,,21,,ivory carvings,,T,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CN,,100,,leather items,,T,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,1,,ivory carvings,,T,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,1,,ivory carvings,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,5,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IN,,2,,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NL,XX,,1,ivory carvings,,,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,17,,ivory carvings,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TZ,,2,,tusks,,T,
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,1,,ivory carvings,,,I
1984,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,2,,tusks,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,XX,,18,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,,28,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,,3,,tusks,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,5,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,IN,,6,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,SG,,1,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,SU,,1,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,,1,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,3,,ivory carvings,sets,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,1005,,ivory carvings,,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,27,,ivory pieces,,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,6,,leather items,,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,9,,tusks,,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,CN,XX,1,,tusks,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,4,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,1,,ivory carvings,shipments,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,6,11,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,4,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IN,,2,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,SY,XX,24,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,TZ,,2,,tusks,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,US,XX,1,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,VE,XX,1,,ivory carvings,shipments,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,MC,XX,,1,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AE,XX,4,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AT,CN,1,,ivory carvings,sets,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,1,,ivory carvings,sets,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,3,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,1,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,1,,tusks,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,1,,ivory carvings,sets,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,13,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,10,,ivory carvings,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,32,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,,,1,ivory carvings,sets,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,1,,ivory carvings,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,109,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CN,XX,2,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CN,,4,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CO,XX,18,,ivory carvings,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ES,XX,2,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,FR,XX,,13,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,XX,1,,ivory carvings,sets,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,XX,114,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,XX,3,,tusks,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,,200,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,IN,XX,1,,ivory carvings,sets,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,IN,XX,74,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,IN,XX,1,,tusks,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,JP,XX,2,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,LK,XX,1,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,MM,XX,2,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,MU,XX,2,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,MY,XX,2,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,NO,XX,4,5,ivory carvings,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,NZ,XX,38,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,QA,XX,1,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,SG,XX,10,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,TH,XX,27,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,TH,XX,7,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,TR,XX,2,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,TW,XX,2,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,1,,ivory carvings,kg,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,15,,ivory carvings,,P,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,8,,ivory carvings,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,NL,XX,,1,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,CH,XX,,95,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FR,XX,,4,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,25,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CH,XX,,6,leather products (small),,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,IN,1,,ivory carvings,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,1,15,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,ivory carvings,kg,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,42,,ivory carvings,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,2,,tusks,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,CN,32,,ivory carvings,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,150,,carvings,,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,2,,carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,1,,ivory carvings,,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,HK,XX,1,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IN,XX,3,,ivory carvings,,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,XX,14,,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MC,XX,,2,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NL,XX,,1,ivory carvings,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,3,,leather items,,,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TW,XX,289,,ivory carvings,,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,6,,ivory carvings,,,I
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,,18,,leather items,,T,
1985,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,XX,AU,XX,,10,ivory pieces,,P,
1986,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,NR,,1,,ivory pieces,,P,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,GB,IN,,3,ivory carvings,kg,P,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,AE,,1,,ivory carvings,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CN,,9,,ivory carvings,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,DE,,4,,ivory carvings,,P,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,DE,,3,,ivory carvings,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,FR,,2,,ivory carvings,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,,6,,ivory carvings,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,30,,ivory carvings,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HK,,1,,tusks,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,HU,,2,,ivory carvings,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,IN,,3,,ivory carvings,,P,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,LB,,2,,ivory carvings,,P,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,LB,,2,,tusks,,P,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,NO,,1,,tusks,,P,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,PH,,1,,ivory carvings,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,TG,,9,,ivory carvings,,,
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,1,,feet,,,I
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,240,,ivory carvings,,,I
1986,II,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,XX,,8,,ivory pieces,,,I
