Year,Country,Region,HappinessRank,HappinessScore,StandardError,Economy_GDP_per_Capita,Family,Health_Life_Expectancy,Freedom,Trust_Government_Corruption,Generosity,Dystopia_Residual
2017,Ukraine,,132,4.096000195,,0.894651949,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463,0.814382315
2017,Uganda,,133,4.080999851,,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057,1.526362658
2017,Burkina Faso,,134,4.032000065,,0.350227714,1.043280005,0.215844259,0.324367851,0.120328106,0.250864685,1.727212906
2017,Niger,,135,4.027999878,,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846,1.873983383
2017,Malawi,,136,3.970000029,,0.233442038,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047,2.081786156
2017,Chad,,137,3.936000109,,0.438012987,0.953855872,0.041134715,0.162342027,0.053581882,0.21611385,2.071238041
2017,Zimbabwe,,138,3.875,,0.375846535,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494,1.597970247
2017,Lesotho,,139,3.808000088,,0.521021247,1.190095186,0,0.390661299,0.11909464,0.157497272,1.42983532
2017,Angola,,140,3.795000076,,0.85842818,1.10441196,0.049868666,0,0.069720335,0.09792649,1.614482403
2017,Afghanistan,,141,3.79399991,,0.401477218,0.581543326,0.180746779,0.10617952,0.06115783,0.311870933,2.150801182
2017,Botswana,,142,3.766000032,,1.122094154,1.221554995,0.341755509,0.505196333,0.098583199,0.099348448,0.377913713
2017,Benin,,143,3.657000065,,0.431085408,0.435299844,0.209930211,0.425962776,0.060929015,0.207948461,1.885630965
2017,Madagascar,,144,3.644000053,,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,1.584612608
2017,Haiti,,145,3.602999926,,0.368610263,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781,1.697167635
2017,Yemen,,146,3.592999935,,0.591683447,0.935382247,0.310080916,0.249463722,0.056767423,0.104125209,1.345600605
2017,South Sudan,,147,3.59100008,,0.397248626,0.601323128,0.163486004,0.147062436,0.116793513,0.285670817,1.879567385
2017,Liberia,,148,3.532999992,,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,1.673285961
2017,Guinea,,149,3.506999969,,0.24454993,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092,1.552311897
2017,Togo,,150,3.494999886,,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151,1.837229252
2017,Rwanda,,151,3.470999956,,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029,0.540061235
2017,Syria,,152,3.461999893,,0.777153134,0.396102607,0.500533342,0.081539445,0.151347131,0.493663728,1.061573505
2017,Tanzania,,153,3.348999977,,0.511135876,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362,0.621130466
2017,Burundi,,154,2.904999971,,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185,1.683024168
2017,Central African Republic,,155,2.693000078,,0,0,0.018772686,0.270842046,0.056565076,0.280876487,2.066004753
